text,sentiment
"I love a good sappy love story (and I'm a guy) but when I rented ""Love Story"" I prayed for the end to come as quickly and painlessly as possible and just the opposite for Ali McGraw's character.Ali McGraw as Jenny alienated and irritated the heck out of me within the first 15 minutes. When we learn that she has been diagnosed with a life threatening illness I couldn't help but wonder if her death would be such a terrible loss for poor Oliver or if anyone watching this film would even care. If she didn't die her grating personality would probably have pushed Oliver over the edge and eventually landed them in divorce court.People love this movie but it's one of the worst of the 70's.",negative
"I'm not going to waste my time writing an essay and waste your time. I would like to say, however, that all those who are uptight about this movie even being made are being totally ridiculous. Johnnymacbest, you can't play that card, and I mean the nationalism patriotic card, to make people not watch this movie. this is a movie that expresses its free will in this country (oh yea i played that card)even though the director is German and deserves a slap on the wrist every time he reaches for a camera, but the world is full of controversy, and its the same thing you've heard before, like the GTA controversy. It's a comedy, laugh and be disgusted, not disgusted all together, its dark humor and obviously you don't have the heart to take it, the past is past, yes people remember those who were lost but its time to move on, that was !!!7!!! years ago. You can still watch this movie and have good moral values. Besides I'm insane, and who needs a soul?",negative
"""The Man in the Moon"" is a beautifully realistic look at life through the eyes of an adolescent. Director Robert Mulligan magically re-creates screenwriter Jenny Wingfield's autobiography of her childhood with gorgeous cinematography and a haunting, lyrical musical score. This film hits home as one of the most powerful and emotionally affecting films in recent times.This film is incredible, all the acting first rate, especially Sam Waterston and an astonishing performance by Reese Witherspoon in her film debut. You will feel every emotion as this life changing summer in 1957 on the Trant family farm comes to a conclusion.""The Man in the Moon"" was a limited release in 1991, and you will love the fact that most of you're family and friends will probably have never heard of it. Buy this dvd and enjoy 100 minutes of pure poetic art. This film is truely the essence of filmaking at its finest.",positive
"I'm 14, so you probably would think I have never heard of George Burns or Walter Matthau or anyone like that. Boy are you wrong. I had heard that George Burns was in this movie and that he won an Academy Award for it. I have been a fan of George Burns since I was ten. I saw the movie Oh, God recently and loved it. This one was also very awesome. George Burns did a great job. So did Walter Matthau(this is the first time I've ever seen him perform). And even though they had really small roles, Phyllis Diller and Steve Allen did a good job. That special they were filming would have been awesome if it was really done. Let me say this, if you are a fan of George Burns or Walter Matthau, you should see this movie right away!",positive
"This was the second of three films that Irving Berlin wrote for the Astaire-Rogers franchise and it has by far the largest score and is somewhat unusual in that two of the numbers are performed by Harriet Hilliard leaving the rest to be divvied and/or shared between the principals. As usual the storyline needn't detain us though for the record it was based on a play, Shore Leave, that also served as the basis for a Broadway Musical, Hit The Deck. Anyone who actually saw Shore Leave in the theatre may have been momentarily bemused inasmuch as the roles played by Fred and Ginger were created for the movie but what matters, as always, is the music, lyrics and hoofing and this is all out of the right bottle. It's a departure from the other titles in the franchise in that 1) we get to see Astaire play the piano - in real life he was an accomplished pianist and composed several songs, one of which, I'm Building Up To An Awful Let-Down, had a lyric by Johnny Mercer and spent a couple of weeks in the charts - and it is the only one of the series in which he played a serviceman, albeit an ex-hoofer who enlisted in the navy after being dumped by dancing partner Ginger before the story starts. He gets to perform a little-known but excellent Berlin number, I'd Rather Lead A Band as well as duetting on I'm Putting All My Eggs In One Basket but the ultimate number is the prophetic - in 1936 rumbles of World War II were already being felt - Let's Face The Music And Dance, one of the most potent ballads ever performed by the team. So what if Randolph Scott is a little wooden and fish-out-of-water without either a horse or a six-gun within easy reach and Harriet Hilliard doesn't exactly set the screen on fire; we came to see Fred and Ginger and the only question is, do they deliver. Answer: In spades.",positive
"I saw this movie a long time ago... luckily it was for free. I have to be one of the maybe twenty people who saw this movie in the theater. I don't remember a whole bunch of it, but I do remember I was incredibly bored, the plot made no sense and when I came out of the theater the only thing I could say was at least now I know what the worst movie I ever saw was. I just was incredibly bothered by one thing: if they can make the temperature as they approach the sun low enough for humans to survive, why can't they turn it down to a comfortable temperature instead of being all hot and sweaty? How stupid do they think we are?",negative
"The movie started off strong, LL Cool J (Deed) as an undercover police officer, with partner Sgt. Lazerov (Dylan McDermott from the Practice, possibly miscast as a bad guy?) committing robbery and murder. Deed refuses to kill the drug dealer, which sets up the conflict of a dirty cop with a conscience. The other big names (Freeman, Spacey et al) are well cast and the movie shows promise.The movie begins to fall short as soon as Justin Timberlake (Pollack) is introduced. Given the opportunity to make a good movie that people will possibly see repeatedly, or one that teenage girls will go and see the once because of Timberlake, I would choose the former. Even talented actors have to work hard at their craft; Timberlake is NOT talented and no amount of hard work can save him. I would have thought he would put on a better show, given the fact that he has been acting talented for years. Everything he did in this film was unconvincing.Just because a singer sells millions of records and sells out stadiums, it does not automatically translate that they can act successfully in feature films. Even hardcore N'Sync fans will not be able to ignore the obvious lack of acting talent.That aside there are a few plot holes, such as Pollack's sudden sniper ability and deadly operation of warehouse machinery. This movie had so much promise. Thoroughly disappointing.",negative
"This is a pretty bad movie. The plot is sentimental mush. I suppose the production values are OK, decent photography, unobtrusive direction and all that. Mark Hamill was terrible. I've never cared much for him, and this movie validates that perception. It's no wonder that he never really had any sort of career aside from his ""Star Wars"" films. I'll just say ""Buh-bye, Mark"" as he sinks into well-deserved obscurity. On the other hand, a very young Annie Potts utterly stole the show. She showed charm, beauty, and acting chops all in one performance. I remember seeing her in ""Texasville"" recently and taking note of her beauty. It's interesting seeing her from ten years earlier. Anyway, unless you are interested in Miss Potts, run away from this film screaming for the hills.",negative
"This movie got extremely silly when things started to happen. I couldn't care less about any of the characters; Susan Walters was so annoying, and the leading actor (forget his name) also got on my nerves. Can't quite remember how it ended and so forth but the whole idea of aliens possessing human bodies and all just seemed stupid in this film, things didn't quite carry off. My dad told me it's s stupid movie...I should've listened to him.",negative
"My wife and I started to watch this movie with anticipation. It looked warm and touching. It started out well; but, soon became boring and frankly idiotic after a while. It got so bad that we turned it off The movie was poorly acted and honesty, we couldn't really understand or wanted to understand what exactly why or how the hell they could put up with this woman! You lost sympathy for her after she was rude and acting wackos singing and cleaning. I would have had her committed. And, of course, like most movies and T.V series made in Hollywood we have to throw it a token ""gay"" character! This movie was boring. I was expecting more from Diane Keaton!",negative
"This is easily the most underrated film inn the Brooks cannon. Sure, its flawed. It does not give a realistic view of homelessness (unlike, say, how Citizen Kane gave a realistic view of lounge singers, or Titanic gave a realistic view of Italians YOU IDIOTS). Many of the jokes fall flat. But still, this film is very lovable in a way many comedies are not, and to pull that off in a story about some of the most traditionally reviled members of society is truly impressive. Its not The Fisher King, but its not crap, either. My only complaint is that Brooks should have cast someone else in the lead (I love Mel as a Director and Writer, not so much as a lead).",positive
"Well, there you have it, another disillusion on my account. Two, actually! First of all, even though I like to think of myself that I know a little something about 70's euro-exploitation and its most prolific contributors, I never heard about Joseph W. Sarno before. Here's a guy who made over seventy rancid and cult-laden exploitation movies and I haven't seen a single one! How? Why? What happened here? Secondly, and even worse, just when you think to have found a new source for obscure cult movies, that director's most famous and supposed ""masterpiece"" turns out to be an irredeemably dull and irritating film. Admittedly, lesbian vampire movies form a pretty insignificant sub genre as a whole, but some of them bath in ominous atmosphere and curious sensuality (like José Larraz' ""Vampyres"" or Harry Kümmel's ""Daughters of Darkness""). Joseph Sarno's film has nothing to offer, except copious amounts of gratuitous nudity and even that becomes boring rather quickly. The events take place in a secluded old castle, hidden deep in the German mountains, where five centuries ago lived a malicious and bloodthirsty (literally) baroness. Her loyal disciples still throw naked dance parties in the castle's catacombs, which are lit by penis-shaped candlesAUCH, and hope to resurrect the baroness any time soon now. Suddenly (don't even ask how) the castle is full of young and sexy female guests, so even more erotic rites ensue. Sounds delicious and entertaining enough, but ""The Devil's Plaything"" contains a massive number of sequences where literally nothing happens and where the cast members' ignorant facial expressions are simply unendurable! Sarno isn't capable of creating suspense or building a Gothic atmosphere (or maybe he just didn't bother to) and the actresses' capacities restrict themselves to standing in front the camera topless and pull a really pathetic face. Please do yourself a favor: no matter how desperately you strive to see all lurid lesbian-vampire movies of the 70's, this one isn't worth a penny! Even the repertoires of Jess Franco and Jean Rollin are pure art compared to this dud.",negative
"I work at a Blockbuster store and every week we have movies that come in with just a few copies, these are the kind of movies that the Sci-Fi channel shows. The kind of movie that nobody ever wants, and only that idiots rent, when they bring it back I ask them ""was it any good?"", they say ""no we turned it off after 15 minutes!"" Movies with terrible computer generated, super imposed monsters and such like, very unappealing.This is the same type of movie that Grendel is, and absolute waste of time, if you want a reasonably (and only reasonably) good Beowulf based movie then try Beowulf & Grendel , starring Gerard Butler, who is also starring in the eagerly anticipated 300, as King Leonidas of Sparta.Plus, later this year we have another Beowulf movie, with a star studded cast ranging from Anthony Hopkins and Brendan Gleeson, to Angelina Jolie and John Malkovich.But don't let that get your hopes up like we all did with Eragon, or we are all in for another big disappointment.And regarding rentals, here is my rule of thumb: If there is only one or two copies, don't rent it because its a load of crap.( This is true 99.9% of the time, usually not true if the title is foreign, or a documentary.)",negative
"When Philo Vance (Edmund Lowe) is standing precariously on the edge of a balcony high above the city, apparently hypnotized and just about to step to his death,it immediately reminded me of a nearly identical scene in another film made nine years later, ""The Woman in Green"" in which Sherlock Holmes (Basil Rathbone)is similarly about to hurl himself into space while being hypnotized. Happily, both Philo Vance and Sherlock Holmes survive these attempts at murder by unscrupulous criminals. Exciting cinematic suspense in both these scenes. When will they learn you can't cloud the minds of great fictional detectives ?",positive
"This film essentially deals with Inspector Gadget's arch-nemesis Doctor Claw who has returned after many years to the now-peaceful city of Metropolis. Claw's plan is to foil Gadget once and for all by using a newer ""cooler"" crimefighter to help destroy Gadget's popularity. Sadly the film fails miserably, the series was great, but it was revived nearly 20 years later with tragic results. Without the voice of Don Adams as Inspector Gadget it just doesn't cut it anymore; Dr. Claw is not only visually less frightening, but sounds more like a wrestler with a cold, than his original intimidating self. Granted this is a children's movie, but the plot is so painfully weak (heaven forbid I mention the animation) that it pales in comparison to the original series. Someone has decided to updated Penny as well to bring her two decades up to speed, she now has some quasi-punk rebellious clothing style and doesn't play half the role that she did in the TV series. The Gadgetmobile talks, as well as including a plot angle that focuses entire ON talking cars. Maybe I'm just a kid who loved the show who's grown up jaded, but I thought that the live-action version was more pain than I could bear, but now they go and spring this complete watering-down of the quality TV series on us. It's more than I can take.",negative
"I had the distinct misfortune of catching up on two of 2004's worst films back to back this morning: first, the incoherent CGI-driven emptiness of The Chronicles of Riddick, and then, the embarrassing vanity project known as Greendale. One cost multimillions and the other cost pennies, but they're both bad. Really, really bad. Up front I should state I'm not the world's biggest Neil Young fan, but he has contributed his share of classic tunes: from Buffalo Springfield (whose best recordings were Young compositions) to Rust Never Sleeps, Harvest, and Mirror Ball, the man has penned some really great songs. Sadly, there are no great songs in Greendale, and precious few good ones, and the film around which they are built is truly cringeworthy and simplistic political sloganeering. Completely without merit as art and unimpressive as polemic, Greendale is best left forgotten. Buy the book if you feel compelled to contribute to Young's bank account.",negative
"I love this movie. My only disappointment was that some of the original songs were changed.It's true that Frank Sinatra does not get a chance to sing as much in this movie but it's also nice that it's not just another Frank Sinatra movie where it's mostly him doing the singing.I actually thought it was better to use Marlon Brando's own voice as he has the voice that fits and I could not see someone with this great voice pulling off the gangster feel of his voice.Stubby Kaye's ""Sit Down, You're Rockin' the Boat"" is a foot-tappin', sing-a-long that I just love. He is a hard act to follow with his version and I still like his the best.Vivian Blaine is just excellent in this part and ""Adelaide's Lament"" is my favorite of her songs.I really thought Jean Simmons was perfect for this part. Maybe I would not have first considered her but after seeing her in the part, it made sense.Michael Kidd's choreography is timeless. If it were being re staged in the year 2008, I would not change a thing.I find that many times something is lost from the stage version to the movie version but this kept the feel of the stage, even though it was on film.I thought the movie was well cast. I performed in regional versions of this and it's one of my favorites of that period.",positive
wow this is the worst movie ever. the only reason i signed up for IMDb was so i could complain about this movie. i have never walked out of a theater or stoped a DVD but i almost stopped this one (and i should have). but i watched it all the way to the end just to get let down again with an absolutely terrible ending. wow if this is all that wes craven can produce his time is long up. I've never seen the first one and will never after watching this. its terrible acting with a terrible plot. hey looks someone is shinning a mirror at us lets go check it out. and the sad part is that when this movie came to DVD it was completely checked out at blockbuster forever. so i feel bad for all the people that saw this junk.,negative
"Disappointing, predictable film in which a woman (Mc Teer) travels with her daughter from state to state because she can't maintain relationships and find happiness. In this genre 'Anywhere but here' starring Susan Sarandon and Natalie Portman gave a much better insight into a mother/daughter relationship. With Better acting as well.",negative
"A somewhat fictionalized biographical portrait of Abraham Lincoln's early years from Director John Ford, concentrating primarily on a trial in which the young lawyer defends two brothers accused of murder.The film offers an interesting portrayal of this important American figure and the film is well made, but seems somewhat incomplete without any of the great moments from his presidency or even his debates with Stephen Douglas. The obvious intent was to portray Lincoln as young man developing the attributes that would make him the great man he would become. But the result for me was that while I admired the portrayal it just wasn't as satisfying as I think it could have been with a greater scope.In the role of Abraham Lincoln we have Henry Fonda who effectively displays a quiet strength. Fonda's performance includes some gangly mannerisms' and other affectations which are fairly effective in presenting a portrayal of Lincoln, particularly when combined with some effective makeup and the costuming which occasionally is a bit to overt.The supporting cast is solid and surprisingly does not include that many of Ford's regular supporting cast (sometimes referred to as his stock company) but we do have Ward Bond one of the most prolific character actors in Hollywood. Bond has appeared in more of the AFI Top 100 Films than any other actor, both the original and revised list. He has also appeared in 11 Best Picture Nominees.The film features one scene that would seem to have inspired a quite similar scene in ""To Kill a Mockingbird"", where it would be done even better than it is here, even though that scene is one of the most effective in this film.",positive
"In addition to being an extremely fun movie, may I add that the costumes and scenery were wonderful. This kind, fun loving woman had a great deal of money. Unfortunately, she also had two greedy daughters who were anxious to get their hands on her money. This woman was lonely since the death of her husband. He had proposed to her in a theater that was going to be torn down. To prevent that, she bought it. Her daughters were afraid she was throwing away ""their"" money and decided to take action. The character actors in this film were a great plus also. I would give almost anything to have a copy of this film in my video library, but as of yet, it's never been released. Sad.",positive
"Streetfight (aka Coonskin) is a very unique film directed by animation pioneer Ralph Bakshi. It is an oddity of the cinema, and is very much worth seeing. It is live action mixed with animation, seemingly influenced on Disney's legendary Song of the South, almost as if it is a response to that flick. Philip Michael Thomas, later to become Don Johnson's sidekick on Miami Vice, and Scatman Crothers, most famous for his role in Kubrick's The Shining, are prison escapees. Charles Gordone and Barry White (yes, that Barry White) are Thomas' friends and plan to help him escape prison. They are stuck at a police roadblock, and Crothers tells Thomas a story about a black rabbit, a bear, and a fox who move from the South to Harlem in order to find a more peaceful existence. The story is animated, and provides a lot of wonderous things to see. Like all of Bakshi's films, most will be annoyed and will dislike the animation. True animation lovers will forgive its clunkiness and fall in love with its inventiveness. The movie is very violent, very sexual, and it is mostly about battles between the races. For a long time, I thought I was watching something extremely important, but after a while, especially after I got done watching it, it started to seem more like a run-of-the-mill blacksploitation flick, along the lines of Superfly. It's very sloppy and doesn't really say anything. Besides, isn't Bakshi white? Whatever the answer to that, Coonskin/Streetfight is still very much worth watching for animation aficionados as well as cult movie fans. 7/10.",positive
"I first saw Martin's Day when I was just 10 years old, at home, on The Movie Channel, and still remember the impact it made on my life. It touched me as no other film had touched me, and I remember balling my eyes out.After the first time I saw it, I couldn't find it anywhere else. I would ask around and no one had ever heard of the film! I guess it was one of those more rare films that not many people knew about, because no one, and I mean no one, knew what I was talking about. I searched and searched throughout the years, checking video stores shelves and scanning cable TV listings, but always came up short. Finally, in 1996 I found out I could special order it, I did, and have probably watched it at least 50 times since--and it still makes me cry, every time.Martin's Day is about Martin Steckert, a man who is in prison (but genuinely a good guy), who yearns to make it back to the special lake where he grew up as boy. This was a special place, where he lived off nature, spent time with his dog, and was left alone to enjoy life. Soon into the movie, he escapes and starts making his way back to the lake.It isn't long before the cops find him, and Steckert grabs a child as a hostage to convince the police to back off. Soon Steckert and his hostage (the 2nd Martin) become best friends, and have many fun adventures together--from robbing a toy truck, to hi-jacking a train, all on the way to this special lake.Throughout the movie, Steckert has great flashbacks of him at the lake as a boy.I won't ruin the ending for you, but I will tell you, this movie is a must see. It is the BEST movie I have EVER seen in my life! I am, without a doubt, the biggest fan of this movie EVER! I managed to find the song that the two Martin's are singing throughout the movie (""I'm going back, to where I come from...). I'm even planning a trip to Canada to see the lake and cottage where Martin's Day was filmed. Crazy, I know--but that movie just means so much to me.",positive
"Artemesia takes the usual story about the art world, eg, ""You can't paint that! But I want to!"" and plasters it with sex and scandal to make the whole film, well, interesting, but not remarkable.The story is about one of the first female painters around, Artemesia who course, is fiercely independent, but just can't stop thinking of men, and their bodies for artistic purposes of course. She soon gets private tutoring from one of a well known artist, but soon tutoring becomes much more then art, and soon after that, scandal erupts! Funny how they could take a historical biography and make it almost into a soft-porn fantasy. I mean, was Artemesia THAT much of a man-hungry person? Also, it's quite funny when she's insisting that she ""paints for herself!"" yet falls for the first person she sees.Actually, the story itself is quite fascinating, and it ends with a trial, which I always love. But I wasn't too crazy about the male lead who played her teacher, who looked rather like the person someone like that wouldn't fall for. I woulda gone for the young fisherman :P",negative
"Am not familiar with the trilogy but came upon this film last night on Showtime. The film looked very well done with the set design and the cinematography, but the screenplay was stilted and wooden. The acting was fairly bad- thought the two female leads were serviceable. You never really believed anything the supporting actors said though. There were the stereotypes- bible-thumping Reverend without a hint of nuance, authoritative Captain, hot-headed soldier, etc. I am sorry to say that based on these deficiencies I clocked it straight away as Canadian without knowing it to be such-the Telefilm Canada end credits gave it away. I know I'm a horrible person.Maybe I missed something in the beginning but the hostility towards the girls is never explained. Here they are besieged in a fort by werewolves and the men are wasting time and energy brutalizing two young women for no reason. FOCUS people. There's a bit more of a pressing situation beyond your walls than whether or not these girls are lesbians-that's just my inference for the hostility directed towards them. If they can aim and fire a gun you might as well make nice with them. The question of their ""immortal soul"" can be resolved later.Also, I guess this relates to the rest of the trilogy, these girls are supposed to be the protagonists? One of them murdered the Indian guy at the end that saved one of their lives. I guess one is just a victim of her condition who can't be necessarily blamed for her actions, but the other is just a murderer who doesn't deserve her happy ending.",negative
"Before viewing, please make sure you have seen Night of the Living Dead... This might well be THE best 7 minute parody I have ever seen! Absurd, crappy 'special effects' (the rope, the rope!!!), and maneating slices of bread... what more do you need???(Do not watch this movie while eating bread... you might get scared!)",positive
"Jack Frost, no kids it's not the warm hearted family movie about a dad who comes back from the dead in the form of a snow man. It's about a sadistic killer named Jack Frost who is sprayed with some acid fluid and is morphed into a killer snow man. I happened to catch a copy of this movie so I could have a nice sit back and laugh at it. A killer snow man? Ha, sounds like the perfect comedy/horror movie! Well I was wrong, very wrong.Jack Frost is about a killer who is being transported via truck to jail so he could fry in the chair at midnight. But it's a snowy night and it collides with a government tanker carrying a new DNA fluid. Jack escapes only to be burnt to death by the acid and morphs into a killer snowman. He returns to the small town of Snowmonton where he was caught by a small time sheriff. Here he is ready to kill again, now as a snow man with cooler powers. He can condense into water, shoot out ice cycles as spears, and grow killer fangs. The only question is, who can stop Frost? This movie is below the typical B-Movie line. The movies begins cheesy but as soon as Jack is burned by the acid, it quickly drops below the cheese line and goes flat. The acting for one is appalling! Here we have a whole cast of unheard of actors who either can't act, can act but has a pointless character, or is just here for a few extra bucks. The only good actor is Scott MacDonald who plays Jack. He looks like a young Richard Kiel combined with Frankenstein. Sadly his appearance is only reduced to three minutes and all we ever see of him is his new snow man form and his wise cracking voice. Plus his wisecracks are anything but funny. Groaning, stupid, and bad.The plot is horrible! Throughout history there have been numerous murderers. A killer in a hockey mask, a killer with a razer glove, a chainsaw wielding moron, a rapid St. Bernard, but now we stoop to a tacky killer snow man? Oh come on! And the way the characters are introduced are terrible. For one I really wanted Jack to kill the sheriffs son, I mean giving his dad oats with Antifreeze in them so they won't freeze? All the characters are dumb and pointless and the deaths are to cartoony. One woman in strangled with Christmas lights and has her head smashed into a decoration box and a girl is humped to death in the shower (where is the carrot in that scene eh?).And to top of this horrible movie is the special effects. The first big special effect we have is Jack's DNA mixing in with snow and boy is it terrible. I mean it looks like a 60's fashion of art design, PU! Jack looks fake as well. He looks like a person covered with rubber snow man skin. All the blood and gore is cheesy and the film never takes off with greatness but instead stoops to low levels.Jack Frost is one of the worst slasher movies ever made. I thought it would be a riot but no! It doesn't try to be funny and it actually tries to be scary. Jack Frost gets 4 out of 10, it at least made me laugh from it's awfulness. Don't even bother with this piece of trash. Jack Frost= D+",negative
"Holy crap! What a terrible, terrible Spanish thriller! I've had it for about four years and finally started it the other night. I watched an hour or so before heading to bed. I was pretty intrigued by the whole thing. I finished it last night and couldn't believe where I stopped it the night before. Literally, I stopped it the second before the movie went completely downhill.Like I said, I was pretty intrigued and curious as to where this mystery was going but stopped it right when Simon receives the package in the bar. I picked up when he opens up the package to reveal a laser gun and then plays a ""menacing"" game of laser tag. Whew! Then the big reveal is that the whole thing is a terrorist plot by role playing game nerds. WHEW! You can tell the Spanish industry was definitely behind director Mateo Gil (co-writer of Amenabar's two big previous hits). There is an excellent score and great photography. But this scenario reeks of silliness. How anyone sat through the last 40 minutes with a straight face is beyond me.",negative
"And I am a Nicole Kidman fanatic. I would pay to see and hear her read the Moscow phone book, which, for all I know, she may have been doing when she was speaking Russian in this movie. All four of the principals are excellent, but the movie itself is a number of good images and better scenes held together by nothing.While one is always ready to suspend disbelief while watching a movie, this one asks too much of the viewer. It could have been very funny (which it is in parts) or quite frightening (which it is in one scene) but the director didn't seem to know which way to go.",positive
"No one better spoil this piece of work! Awesome movie! Written expertly by the likes of Ira Levin and depicted with the best performance of Christopher Reeve's career and one of Caine's very best, this is simply excellent. I wish I could catch a staged version somewhere...maybe someday I will. I hope this grossly underrated, overlooked film has not become too difficult to locate because it a 'must' for any Hitchcockian, Agatha-phile or lover of great film. One of very few movies I couldn't instantly solve or predict and worth a second or even third viewing, ""Deathtrap"" gets a 9/10 and earns every iota of it. We need and deserve more movies like this!",positive
"God! Zorro has been the the subject of about as many movies as Tarzan, and probably had about as many actors in the title role. This Serial is one of my own personal favourites, and as previously stated,it is one of the Top 5 Sound Serials. Oddly enough, this is one production that came out in that water shed year of 1939.* By the time of this production in '39, Zorro was really well known as a (Pulp) literary and movie character. The film opens up with a little foot note about the History of the Mexico's struggle for freedom from rule by a European Monarchy, namely Spain. The story invites comparison with the American Revolutionary War.The story concentrates its attention to the mythical Province of San Mendelito and its 'Council'. It is being addressed by Benito Juarez**on their gold mine's relation to the new Republic of Mexico. Gold shipments must get thru to Mexico City.Don Francisco Uncle to Diego Vega, states that he has organized a group of patriots to act as a protective force for the gold convoys.A thug from the Don del Oro mob, stages an 'insult' to himself and challenges Don Francisco to a duel with swords, Don Frasncisco getting run through.Suddenly the dark clad masked swordsman appears to sword fight and after carving the trademark 'Z' on the face of the bad guy, he dispatches him to the hereafter. Don Francisco declares with his dying breath to his ward Ramon (William Corson) that Zorro is his nephew from the city of Los Angeles. He also attempts to tell of the true identity of Don del Oro, but expires before completing statement.There is a big reception for Diego at Don Francisco's Hacienda, where Diego disappoints Ramon'sister (also ward of Don Francisco) with his timid act. ""A FOP!!"", she declares.Later,Diego and Ramon slip away to join up with a meeting of the volunteers. When they ask, ""who will lead us with Don Francisco now dead?"", Ramon declares ""Zorro, we are Zorro's Fighting Legion!"" Well there is a big battle with the Legion, now all clad on gray, with masks and capes, protecting the Gold Train. Then Zorro seems trapped at a man-made avalanche intended for the convoy, when, well, you know cliffhanger end of Chapter One.Wow! That was a lot of writing for one Chapter, but like most other Serials, the opening one is longer and has a lot of ground to be laid to set up the story line. Let's just let it suffice to say that there are 11 more good, well made, action filled Chapters following.ZORRO's FIGHTING LEGION has all of the elements that made for top cliffhanger action. We have an unknown evil leader who is fomenting trouble between different groups. There is a number of suspects as to who was really behind of the mask of 'Don del Oro'. We had soldiers, renegade Whites, hostile Indians and the Legion.In short, it's safe to say that there is everything one could want, and then some, in this Serial. And, incidentally, they wisely choose to not have the actors affect any Mexican accents.As to just what is there here that makes ZFL stand out from the rest? What makes it different or unique? Well........First of all, it has a much more elaborate and exciting musical score playing and underlining the drama and action on the screen. The opening theme even appears in a flamenco guitar rendition at the Cantina in Chapter One. This is probably the only time that such a highly specialized innovation appears in serial sound track.And yet there is one more feature that really sets the Fighting Legion saga out in front from all others. That is, the film not only has a heroic musical theme, but it also sports Lyrics, yes, the Legionairres sing! We hear them singing in the opening credits and in several Chapters! It really works well and adds to the feelings we get from the viewing.When the Serial was first shown on our local television (circa 1955), all of the gang immediately recognized the voice of Reed Hadley as belonging to 'Captain Braddock from RACKET SQUAD, the TV Series. Mr. Hadley had a very distinctive, deep voice.*** He also handled the role very well. His costume and especially the elongated mask looked very good and was probably very functional.There is a small slip up. A sort of minor anachronism occurs by having Benito Juarez(Carleton Young)addressing the San Mendelito Council, as Juarez was about 18 years old at this time (1824) and, though he was later perhaps the greatest single figure in Mexico's History, he surely hadn't achieved such prominence yet. His inclusion in story probably was to cash in on the release of Warner Brothers' JUAREZ that year, which starred Paul Muni in the title role.This is not only my pick as a top 5 sound serial, but also my favourite Zorro film.* We are reminded of the great crop of top flight movies that year, what with GONE WITH THE WIND, MR.SMITH GOES TO WASHINGTON, THE CITADEL, JUAREZ, THE WIZARD OF OZ, OF MICE AND MEN, ONE MILLION B.C.,ZENOBIA, WE WANT OUR MUMMY all counted among the output that year.** Once again, Juarez did not ascend to any national importance until around 1850, about 25 years later. Also, the political sub-divisions are referred to as 'Provinces' in the story. In actuality, they are called 'States'. Just as we are called the United States of America, so too,South of the Border they call their Repubhlic the United States of Mexico.*** Reed Hadley was prominent in some very 'A' pictures in which his richly toned voice is exploited to good effect. Watch & listen for his narration in THE HOUSE ON 92nd STREET (1945) and GUADALCANAL DIARY (1945).",positive
"amazing movie I saw this movie for the first time on a flight and could not believe that I had not even heard of it before getting on that plane. while it may seem, at first to be a ""chick flick"", it is a film that everyone should see and will enjoy. Men, watch this movie with someone you love. You will enjoy it as much as she does and it will score you big points.",positive
"This is probably the worst movie I have ever seen, (yes it's even worse than Dungeons and Dragons and any film starring Kevin Costner.)Chris Rock looked very uncomfortable throughout this whole film, and his supporting actors didn't even look like they were trying to act. Chris Rock is a wonderful stand-up comedian, but he just can't transfer his talent to this film, which probably only has two strained laughs in the whole picture.If you haven't watched this film yet, avoid it like the plague. Go do something constructive and more interesting like watching the weather channel or watching paint dry on a brick wall.For Chris' efforts I give it a 2/10!",negative
"This movies chronicles the life and times of William Castle. He made a series of low budget horror films in the 1950s-1960s that he sold with gimmicks. In ""13 Ghosts"" you need viewers to see the ghosts (they were in color, the film was in b&w). ""The Tingler"" had theatre seats equipped with a buzzer that jolted the audience when a monster escapes into a movie theatre. ""Marabre"" issued a life insurance policy to all members in case they were frightened to death! The movies themselves were pretty bad but the gimmicks had people rushing to see them. In this doc there are interviews with directors inspired by Castle, actors in his movies and his daughter. It also gets into his home life and the kind of man he was (by all accounts he was a great guy). The documentary is affectionate, very funny and absolutely riveting. It's very short (under 90 minutes) and there's never a dull moment. A must see for Castle fans and horror movie fans. My one complaint--there were very few sequences shown from his pictures. That aside this is just great.",positive
"A super, unusual film from Audiard, Read My Lips is a pulpy, lonely- hearts thriller. It's perfect for the handsomely grizzled charisma of Vincent Cassel and features a marvellously contained performance from Emanuelle Devos. Devos is a recurring feature of Audiard in the same way that KArin Viard pops up for Jean-Pierre Jeunet: unconventionally beautiful (she's referred to by everyone as unattractive in this film), versatile and capable of a subordinate profile.This is almost the definition of her role as Carla, a put-upon office dogsbody, taunted by colleagues exploiting her deafness. Yet she finds an ami d'exploitation, if you like in Cassel's ex-con Paul. Each exploits the other's unconventional talents (theft and lip reading) to struggle through their respective situations and form an unconventionally romantic rapprochement. Devos/Audiard manage Carla's deafness and its attendant, warped inner world with discreet, stylish flair.In this film (2001) Audiard is already clearly in control of his handling on tension, action and investing his frame with a truly visceral experience which will become the great hit - A Prophet - of nine years later. 7/10",positive
